べたする,ばらくす,ころすら,するとこ,げたこと,かってく,どんとろ,がぶしゅっ,はっきり,がらふら,がくべら,うところ,めたとこ,しながら,すること,がぶつか,りんごと,ぶつかり,けたかっ,しっかり
1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2
