キューピッ,ブラザー,クッキー,トンベリ,ガクエン,ワンピー,ワンゲー,キーボー,カップル,バンパー,ワンシー,コンパク,スカウト,リンジャー,カンフー,ポリシー,チンピラ,ジャンキー,ツンデレ,リンピッ,ドストロ,コンクリ,エンジン,ピーカー,クーデレ,チンチロ,クスピー,ピーチク,ポンコツ,カンパー,キーボン,パーチク,パチクリ,パキスタ,ポンジン,コンクー,ゴチャゴチ,ハッピー,ワンパタ,ニコチン,カードキ,クラシッ,プンスク,ボーリン,チッカチ,グルメリ,ジングル,カランカラ,バリカン,ブラクラ,ピッチリ,グーパン,ブラジャー,ゴワカラ,ブリザー,オンガク,カーペッ,ワーカー,ダクトボ,プラカー,チンワー,プリンクラ,キングス,グラウン,メキシコ,ウロボロ,コットン,キーワー,ポリカー,ブービー,チンパチ,ハラザー,ハッキリ,ポツリポツ,カタコト,コントロ,シャンプー,ビーシッ,キンシッ,メチャクチャ,ペットボ,クダウン,シャンパン,パーカー,テラシー,ブラウン,スーパー,クスカー,ピンポイ,バンジー,ジンクス,バタフラ,ソロパー,スタキー,ザーグー,スクリーン
1,1,2,2,3,5,1,5,6,1,2,1,6,2,1,3,2,2,4,1,1,6,14,7,1,1,1,2,2,1,1,2,1,1,1,4,1,1,1,2,3,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,2,2,12,5,1,1,1,3,1,1,2,1,13,2,1,4,1,1,1,5,2,1,2,2,1,1,5,1,1,1,1,17,1,1,1,2
