ワンピー,コンパク,ジーパン,エンジン,ゴーグル,ゲームク,コンクー,クリコクリ,カランカラ,ドタバタ,パラシュー,ハッキリ,パシャパシ,メチャクチャ,パーカー,スーパー,ポイズン,ドスンドス,バラクラ,トンタッ,パンジャン
1,1,3,6,1,6,5,2,1,1,1,5,2,3,3,3,5,2,1,1,1
