コンプリ,ハードボ,エンジン,ペットボ,スーパー,サバゲー,ゴーグル,ポーカー
['「さあっ、ミッションコンプリートってね！！」\n'],"['\u3000差し出された手の平をまじまじと見つめていた少女がおずおずと手を重ねたのを優しく握り、軽く引っ張って立たせながら、自分のハードボイルドさ加減に興奮する。\n', '\u3000ハードボイルドは難しい…。\n', '「ハードボイルドだもんっ！！ かっこ良かったでしょうっ！！？」\n']","['「あれをなんとかしてくる。バスの扉を閉めてエンジンを掛けておけ」\n', '\u3000直ぐに起き上がって、バスに襲い掛かっていた鳥の群れへ銃を乱射して蹴散らすと、そのままエンジンの掛かったバスに発進するように手で合図すれば、即座に動き出した。\n']",['\u3000傷口を確認しながらペットボトルに入った500ｍｌの天然水を傷口に濡らして、綺麗にしながら痛そうに呻いている彼女に話し掛ける。\n'],"['\u3000近くのスーパーに行っても良いとは思うが、ああいう場所は異形どもがよく集まる場所であるし、コミュニティを築いた奴らが資材漁りに何度も通うような所でもある。\n', '（明日になったら、まずはこの子に一言言って、それから上の人達に出て行くって言おう。引っ越すって言ってたけど…まだ大丈夫ですよね？ それから…駄目だ、眠くて考えが纏まらない、もう寝よう…それにしても本当に綺麗で柔らかそう、―――昔見たスーパーの豚肉みたい）\n']",['\u3000ついこの前まで、中学生であった者が着る様なものでないそれは、サバゲーの時に使うような偽物ではない。\n'],['\u3000張り切る知子ちゃんの頭に防護ゴーグルを被せて、彼女の腕前を見守ることにする。\n'],['\u3000自分で話を振った癖にそんな情けないことを考えている事は、目の前の彼女には絶対に悟らせないように、ただポーカーフェイスを心掛ける。\n']
