クッキー,ズンクッ,カップル,ワーゲー,シュークリ,コットン,シッカリ,ハッキリ,デコボコ,カチャカチ,シャンパン,ブラウン,ガーベラ
15,1,1,2,1,1,1,1,1,1,2,3,1
