バラバラ,ドキドキ
"['\u3000食堂内では、いつもの昼時よりも人がまばらだ。ライウスでは一年に一回の大きな祭りが開催されるため、いまは他領から賓客を迎える準備で忙しい。その為、食事をとる時間はいつも以上にバラバラになっている。実際に賓客を迎え始めたら今の比ではないくらいばたばたするだろう。\n', '\u3000頭を下げる見慣れた人達の先頭にいるのは、カイドの副官と直属の部下、そして執事長とメイド長、そして、何故か並ぶにはあまりにバラバラな役職にいる人々。カロンと同じくらい、ずっとここにいる人達。\n']","['\u3000私は、彼と一緒にいるといつもドキドキする心臓を、違う意味でドキドキさせながら振り向いた。\n', '\u3000私は、彼と一緒にいるといつもドキドキする心臓を、違う意味でドキドキさせながら振り向いた。\n', '\u3000まだドキドキする心臓を必死に宥めながら、頬を膨らませる。ヘルトは私にハンカチを渡してくれながら、あははと笑った。\n', '\u3000二人で木陰に座り、なんでもないことを話した。手を繋いだまま、ちょっとだけ肩を触れあわせて。それだけでドキドキして、とてもじゃないけれど小説のように肩に凭れかかるなんてできなかった。\n']"
