ボーブリ,ジードン,カップル,ブラボー,コンクリ,エンジン,ザーポイ,ピクシー,ピーカー,キューボー,ゴーグル,シックス,マルチロ,メリカン,ブースタ,グルメリ,コンプリ,グーグル,ウンピッ,メキリン,シーカー,クリアー,カーチー,パラシュー,トコピー,シャンクス,シャンシー,ドンパチ,ハッキリ,シーズン,オンボロ,キューポイ,エンゲー,コントロ,ワイドシ,クダウン,トンズラ,プードン,コンピュー,ピンポイ,クラスタ,ガクブル,オンジン,ビングス,スクリーン
1,1,4,24,5,50,5,7,6,1,1,5,1,3,1,2,1,2,1,1,10,1,4,3,1,2,1,1,4,2,2,1,1,3,2,2,1,1,4,2,2,1,1,1,4
