ドロドロ,イライラ,ガリガリ
['「使用人たちが使って汚したお手洗いの、ドロドロの床。お姉さまのドレスで、拭いて差し上げて？」\n'],['『同じお嬢さまでも、リリスさまとは大違いね。マリアさまって、見ていてこっちがイライラしちゃうわ』\n'],['「あーあーなんだよ。九歳の幼女たんも楽しめるって話だったのに、こっちはガリガリの餓鬼じゃねえか」\n']
