いらしく,がりふら,すーつけ,りんぐり,からわく,にたちま,つんざく,ばらくす,いらしな,いらねば,ぷるから,うらしく,うようだ,ぶるどー,がりゆら,ちらこち,すーぱー,うとする,しっくり,かってく,からどん,しないら,にこちら,からぶつ,くようだ,からちゅー,だらしな,のたぐい,からちらり,たっぷり,はっきり,うところ,きこもり,りんぐしょ,しながら,すること,にやしな,くりする,こてくる,ぶつかり,どたばた,わくちん
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,10,4,1,1,1,1,1,2
