フラフラ,ケタケタ,バラバラ,パチパチ,コソコソ,バンバン,ケラケラ,ポロポロ,ギリギリ,ガンガン,ゴリゴリ,パンパン,ニヤニヤ,ポツポツ,ダラダラ,ウトウト,ガサガサ,スースー
"['先程も反応を示さず、そのままフラフラと駅の町へ向かっている。\n', '私はフラフラとしながら、初めて立ち上げた町に戻ろうとしていた。\n', '雨の中をフラフラと進む、鉛色の人型・・。\n', '相手は気が付かぬように、フラフラと歩いている。\n']",['痛がるとケタケタと笑う。\n'],['まとまりを失い、皆がバラバラに行動することを避けたい。\n'],"['パチパチと火が燃える音の中に、ユカリさんの声が聞こえる。\n', '焚火がパチパチと音を立て、廃墟の周りに風が吹いている。\n']",['リョウにコソコソと聞いてみる。\n'],['彼らは強化防護服の背をバンバン叩くと、先に歩き出した。\n'],['それを見て、リョウがケラケラと笑いだし、つられて少し笑ってしまう。\n'],['頭が揺れて、涙がポロポロと零れてしまう。\n'],"['追加で得た魚や森の木の実を足すと、移民たちの分を含め、ギリギリ冬を越せそうである。\n', 'いつもギリギリの選択肢の中を駆け抜けてきた。\n']",['一人で部屋でクーラーをガンガンに効かせてさ。\n'],['大型種は、手近に居る同族を掴むとそのままゴリゴリと噛み砕いている。\n'],['パンパンに腫れてはいるが、何とか一人で歩ける。\n'],['ユカリは、ニヤニヤしている二人の顔を眺めて思う。\n'],['リョウは何から答えたものかと悩み、それからポツポツと説明をしだす。\n'],['汗が額からダラダラと流れ、体からは湯気が立っている。\n'],['疲れてウトウトと、していたようだ。\n'],['ガサガサと正面に大きな音がして、緑色の顔に金の瞳が現れる。\n'],['スースーと小さな寝息をたててユカリが眠っている。\n']
