トンオイ,アークネ,ピンキリ,キーボー,カップル,コンパク,ポンドス,ギーカー,チンピラ,ブラボー,ザーガン,コンクリ,エンジン,ビーカー,ザーポイ,ピーカー,カーガン,ゴーグル,ポンコツ,デカブツ,クラスポ,オンノロ,クリスタ,テクノロ,カードキ,ブースタ,クラシッ,ブルシー,ニタリン,スクワー,ツーリン,ドーピン,スラスタ,ドタスク,タックル,ノロジー,ツートン,オンテク,ポンパー,デンジャー,カービン,バンカー,ホログラ,ハッキリ,オンボロ,バングル,ギーシー,コントロ,ハッキン,ヒーカッ,ズタボロ,パーカー,パックリ,コンピュー,ピンポイ,バラクラ
1,1,1,2,3,1,1,1,2,1,1,10,16,3,1,3,3,3,4,2,3,1,6,3,2,15,1,1,1,1,1,2,39,2,1,107,1,106,1,3,2,6,18,1,8,6,2,12,10,1,3,1,1,16,1,4
