クッキー,ピンヒー,ワンピー,チョンケチョン,デコピン,ポンコツ,ハッピー,キュッボン,タックル,ドタバタ,バンシー,ハッキリ,パッチリ,カリクッ,ブラコン,パラシオ,ポーカー,グスカー
15,1,2,1,1,1,1,1,3,1,6,4,1,3,1,1,1,1
