ずたずた,そろそろ,のろのろ,くらくら,びりびり,ぱくぱく,ぼろぼろ,てらてら,ぽんぽん,どんどん,ねばねば
['\u3000一度奴に見つかったが最後、そこらに転がっている廃材と同じようにずたずたに引き裂かれ、殺される他に道は残されていないのだ。\n'],"['『そろそろのはずだ』\n', '「もうそろそろ、祝祭の頃か」\n', '\u3000一人は女性型で丸みを帯びた体型であり、その後を追うようにそろそろと歩いているのは角ばった男性型であった。\n']",['\u3000その時、のろのろと動き続けていた古いべるとこんべあが停止した。\n'],['『腐ったような……んん……駄目だわ、意識してると頭がくらくらする……』\n'],['\u3000びりびりと割れたような轟音を響かせる壊れかけのすぴーかー。\n'],"['\u3000腹の辺りは破れ、骨や黒い内臓が剥き出しになっていたが、口元はぱくぱくと何かを求めているように動いている。陸地に打ち上げられ、あれほどの損傷があるというのに、それでもまだ、かの魚は生きているようだ。\n', '\u3000身体のあちこちが破損し、目が濁り、海岸に打ち上げられ……それでも尚、青魚の口はぱくぱくと動き、生きていたのである。\n']",['\u3000地を埋め尽くす部品達がぼろぼろに劣化したがために、場所によってはまさに“砂漠”と呼べるに相応しい、粒度の細かな足場も存在する。\n'],['\u3000黒くてらてらと光る大きな鼻。\n'],['\u3000二人の間で、話はぽんぽんと進んでゆく。\n'],"['\u3000金属音は途切れなく続き、どんどん強くなる。\n', '『子供を助けようと、その親達が粘液に触れた。彼らもまた動かなくなった。それを見た友人が手を伸ばした。彼もまた動かなくなった。……そうして、どんどん人が粘液に触れ……粘液に呑まれ……』\n']",['\u3000金属塊は、粘液の水面を思い切り叩き、ねばねばした水しぶきをあげながら、凄まじい早さで中へと沈み込んだ。\n']
