がささや,ざわめき,うとする
['\u3000貴方がささやかな花弁を見て、目を細める様が思い浮かぶようです。'],['\u3000私のような物を知らない小娘にも、国の中で何かざわめき、一触即発の事態となっている雰囲気は感じ取っていました。貴方のように学のある方なら、尚のことであったでしょう。熱に浮かされたように、国は激戦の、その泥沼へと突き進んでいきました。'],['\u3000その領分を厳格に線引きしようとする貴方の態度は、立派とも言えたかもしれませんが。']
