ふらふら,へなへな
"['\u3000今日も、町に出てお酒を飲んできました。酔ってはいないつもりでしたが、帰り道を歩いていると身体に酒精が回ってきて、電車の中ではまだ我慢が利いていたものの、学生寮の玄関近くでどうもふらふらとしてしまい、僕は思わず鉄の門扉の脇を固める石の柱にもたれかかって、そのままへなへなと尻もちをついて座り込んでしまうことになりました。', '\u3000そう言った僕は、抱き寄せていた玲子さんの肩から手を離して、ふらふらとした足取りで玄関扉を潜りました。']",['\u3000今日も、町に出てお酒を飲んできました。酔ってはいないつもりでしたが、帰り道を歩いていると身体に酒精が回ってきて、電車の中ではまだ我慢が利いていたものの、学生寮の玄関近くでどうもふらふらとしてしまい、僕は思わず鉄の門扉の脇を固める石の柱にもたれかかって、そのままへなへなと尻もちをついて座り込んでしまうことになりました。']
