がしたか,かったか,とっくに,うとする
['\u3000何か言おうとして、言葉に詰まった。間違った言葉を口に出した瞬間に、この関係が終わりを迎えてしまうような気がしたから。何十年という、決して短くはない期間を共に過ごしていながら、僕らの関係はあまりにも曖昧で脆弱だった。'],['\u3000それは長期間の眠りに入る前に必ず起こる前兆だった。それまで何不自由なく過ごしていても、必ずそれはやってくる。突然訪れる不眠の症状、二日程眠れない日が続いた後に、まるで魔法にでもかかったかのように深い眠りに陥ってしまうのだ。'],['\u3000その言葉通り、次の日の夜に彼女は深い眠りについた。前回は八年近く眠っていた彼女。次に目覚めるのは果たして何年後になるのだろうか。穏やかな寝顔を見つめながら、僕は溜息を吐き出した。とっくに還暦を過ぎたはずの彼女の顔は、三十歳前後にしか見えなかった。'],['\u3000つい先程まで肌を重ね合わせていたのに、布団から出ると同時にその身体を隠そうとする。数えきれない程繰り返している事なのに、未だに恥じらうその姿に僕は少しだけ嬉しくなる。そんな僕の気持ちを知ってか知らずか、若さを感じさせる背中を、こちらに向けたままの彼女が「もし」と言った。']
