ペットボ,スッポリ,ハッキリ,ネバサラ,キーワー,チリサク,スッキリ,サラダボ,サクラン,ソロジー,パッチリ,コロノソ,トースタ,クッキー,スーパー,ガラクタ,パープル,ランパサ,カラフル,グチャグチ,ガッカリ,サッパリ,ブラジャー,ゴキブリ
2,1,2,1,1,1,2,1,8,2,1,1,4,3,2,1,1,3,4,1,1,4,3,11
