ペットボ,ガッチリ,フルスイ,ハッピー,カップル,シャッフル,パーチク,クラスタ,ワイトボ,フカメラ,ピーチク,トップス,タッフル,ドカメラ
2,1,1,1,7,1,1,1,2,1,1,1,1,12
