ペットボ,ハッキリ,コントロ,ペットク,ガッチリ,スッキリ,ブランケッ,カップル,コロゲー,コンクー,クッキー,グスクー,スーパー,タッパー
1,9,1,1,1,1,2,3,2,1,44,1,10,1
