くすくす,じろじろ,ふらふら,ひらひら,そろそろ,げらげら,おいおい
['\u3000日本を出てから初めてかかってきた相棒からの電話に、それもこのたいみんぐでかかってきた電話に、私は思わずくすくす笑ってしまった。'],['\u3000私をじろじろ見た男は残念とばかりに、手をひらひらさせた。'],['\u3000ふらふら街をさまよってても聞こえる言葉の何一つ意味がわからなかった。'],['\u3000私をじろじろ見た男は残念とばかりに、手をひらひらさせた。'],['\u3000今度の週末、そろそろあらすかから帰ってくるんだよね、例の冒険家の悟さん。'],['\u3000と謝ると、男はげらげら笑いながら、たばこを口にそのまま再び咥え、ぽけっとに両手を突っ込んだまま、私のそばまでよってきた。'],['\u3000おいおい、と苦笑する学年主任の声を聞きながら、私はそこから離れた。']
