スーパー,トップク
['\u3000小さな工場で働く祖父母やスーパーで働く母の帰りが遅い私は、そのままタはんまでご馳走になって帰る事も多かった。'],['\u3000中学校で初めた陸上のハイジャンプでは都大会でもかないいい成績を収めて、勉強もトップクラスまで頑張った。']
