きらきら,わらわら,けらけら,ぷるぷる,どくどく,にこにこ,ぼろぼろ,さらさら
['\u3000炎が一層あらぶり、先生の身が飲まれたそのとき、天空に巨大な魔方陣が描かれた。ほのかに光るその陣からは、きらきらとした銀の滴が降り注ぐ。この魔法は、先生の魔導書で読んだことがある。――これは。'],['\u3000わらわらと集まる少年少女たちは、おそらく外界の、自分より弱そうなものを見ると攻撃してみたくなる、そんな年頃だったのかもしれない。たまたまその標的が、私になったと言うだけで。'],['\u3000けらけらと、少年は笑っている。その笑い方は、とても嫌な笑い方で、私の心が少しずつ苛立っていくのが分かった。どうしてかはわからない――いや。'],['\u3000おばあさんは言った。ぷるぷると手を震わせ、藁にも縋る様子であった。'],['\u3000衆人たちの怒号は石のつぶてとなって、先生に至る方向から投げつけられる。その一つが先生の額を打ち、どくどくと鮮血があふれ出た。'],['\u3000そう言って、にこにこと先生は笑う。それは、とても不真面目な生き方のように思えた。'],"['\u3000奴隷商人から逃げてきたぼろぼろの私が、初めて見た先生の魔法。それは、どこまでも広がる青空に、一面の花を散らせる魔法だった。', '\u3000暴力を振るわれたのだろう。服もお顔もぼろぼろで、あの美しかった黒髪も、傷み傷だらけになっていた。そして先生の足元にうずたかく積まれた古木からは、赤々と炎が上がっている。先生は、火刑に処されているのである。その炎は勢いを増し、先生の体を焼いていく。']",['\u3000私の問いに、先生は悲しそうに笑って風の流れる空を見た。さらさらと先生の黒髪が揺れている。']
