サラサラ,キラキラ,タッタッ,クスクス
['\u3000この瞬間、すぐそばにあるゴールにむかう一歩ごとに私の中がサラサラと綺麗に崩れていった。'],['\u3000一緒にいるために必要だったそれが、心から夢中になれるものに変わって、自分でも最近の自分はキラキラしていると感じる。'],['\u3000タッタッタッ、と呼吸を合わせて軽快に走り私はダン！と足を蹴り体を浮かせて空に向かう。'],['「愛いやつじゃ～!」といって私がふざけると、周囲の友人たちはクスクス笑った。']
