こんくー,ことしな,うとする,からずっ
"['\u3000その名を冠に持つこんくーるの一次審査を控えていて、彼女がいたりあに行く、と告げた時、僕はこんくーるがある、としか、言えなかった。', '\u3000その名を冠に持つこんくーるの一次審査を控えていて、彼女がいたりあに行く、と告げた時、僕はこんくーるがある、としか、言えなかった。']",['\u3000こんなことしなくて、いいのに、と彼女はまた、顔を歪ませた。'],['\u3000ああ、と言いながら動き出そうとする左手を握って堪えた。'],['\u3000煮込んでいたらたとぅいゆの鍋の火を止めて、静かにえぷろんを外すと、僕の座っているそふぁの隣に座り、先程からずっと動かし続けている僕の左手をそっと包む。']
