ワクワク,ガチガチ,キラキラ
['\u3000買い物をしていた時から、どうもワクワクしている自分にも気付いていた。初めての取り組みであるので新鮮でもあったし、新しい草刈り機が、ひどく役に立っている事も大きいのかもしれない。\n'],['\u3000古賀が大きく息を吸い込み、勇気を振り絞るように「萬狩さん」とガチガチに緊張した声で呼んだ。萬狩が応えるように顰め面を向けると、彼は途端にうろたえて視線を泳がせ、「あの」と緊張に上ずった声を出した。\n'],"['「いいえ、金具の部分が割れてしまったんです。なんとかっていうブランドの皮製のもので、こう、ダイヤの飾り物がついていて、キラキラした感じの装飾品もあった、アンティークチックなやつなんですけど」\n', '\u3000罵倒の一つでもくれてやろうと顔を上げた萬狩は、しかし、眼前に広がる光景に言葉を失った。どこまでも青い海を、地平線から顔を出した朝日が海面をキラキラと照らし出していたのだ。\n', '\u3000萬狩は、老犬につられるようにして、押し寄せる波の方へ目を向けた。きっとこの老犬は、日差しを受けてキラキラと輝く水が不思議でならないんだろうなと、そんな事を思った。\n', '「全体的にキラキラしている感じで、表紙がすぐ目にとまるんです。僕は同性間の恋愛については理解出来ないのですが、母さんから言わせれば、だからこその純愛だとか」\n']"
