もこうと,つかわた
['\u3000哀惜か、狂おしい慕情か、はたまた別の、自分でもこうと名付け得ない感情か。'],"['\u3000いつかわたしも火だるまになるんじゃないか。', '\u3000いつかわたしも飛行機に穴だらけにされるんじゃないか。', '\u3000いつかわたしもおにいちゃんみたいに顔にはえがたかるんじゃないかって。']"
