ぴちぴち,わくわく
['「うん、ぴちぴち。でも、若いからこそ癌は大変なの。若いうちに癌にかかっちゃうとあっという間にがん細胞が広がっちゃうのよ。そして気がついた頃にはもう手遅れ」'],['僕はわくわくしながら早く続きを読んで、と彼女に頼んだ。']
