らんこと,たたくさ,しながら,いがする,ことはた,だったら,からだっ,ことだっ,がたくさ,うしばら,すること,ぶつけら,しなこと,わなかっ,うとのこ
1,1,3,1,1,1,1,1,1,1,2,1,1,1,1
