するぶら,はらから,めたこと,こそがぶ,よろしく,こくのし,しながら,くださっ,ことだっ,がぶらん,がらぶらん,かったぶ,すること,たぶらん,わないが
1,1,1,1,1,1,6,4,1,1,1,2,1,11,1
