ペットボ,ハッキリ,ザーサラ,プリゲー,スッキリ,ハッピー,カップル,コンクー,クラブチ,グスクー,ワイトボ,スーパー,クラムチ,プルトッ,カラフル,ノープラ,ガサゴソ
3,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1
