どきどき,ふわふわ,ゆらゆら
['\u3000どきどきとかぼんやり暖かな気持ちはあったけど、正直それはせんぱい自身に対して「好き」って想いが溢れてそうなってるっていうよりも、自分がしている「恋人のやりとり」に、瑞々しくて新鮮な未経験の数々に対して心躍ってるっていうのが正しかったと思う。'],['\u3000そのふわふわした浮ついた気持に包まれて、気がついたら感極まったような声で返事をしている自分がいた。'],"['\u3000ゆらゆらと。', '\u3000自分の身体をこの瞬間も襲っている波にあわせて、すぐ鼻先でゆらゆらと揺れている。']"
