ドキドキ
['\u3000ドキドキとかぼんやり暖かな気持ちはあったけど、正直それはセンパイ自身に対して「好き」って想いが溢れてそうなってるっていうよりも、自分がしている「恋人のやりとり」に、瑞々しくて新鮮な未経験の数々に対して心躍ってるっていうのが正しかったと思う。']
