ぶくぶく,ひらひら,さらさら,ぱくぱく
['\u3000ぶくぶくと、泡の立つ池の底に沈む心持ちで、日々を過ごす。'],['\u3000桜の花びらがひらひらと舞う。'],['\u3000色素が薄いさらさらの髪に、透き通るような色白の肌の綺羅は、名前に相応しい姿と声をしている、と和紗は思った。'],['\u3000赤や白の斑(まだら)、金や黒の鯉が我先にと集まり、口をぱくぱく開け閉めして餌を喰らう。']
