バタバタ,ガチガチ,ゴタゴタ,ウロウロ,モゾモゾ,バラバラ,ブラブラ,ジメジメ,ズルズル,クラクラ
['\u3000この施設でリハビリと称しているものは、入居者の手足をベッドの上でバタバタと動かすだけの代物であった。\n'],['「あの子は、ガチガチの前衛」\n'],['\u3000震災前後のゴタゴタも影響して、軍司が当時所持していた猟銃の扱いに関しても、事務手続きが後回しにされていた節がある。\n'],['「ならば、比較的危険が少ない浅い層をウロウロさせておけばいいのではないか？\n'],['\u3000この春先からひどく眠りが浅くなった静乃は、毎朝軍司がマンションを出るのを確認してからモゾモゾと起き出す。\n'],['\u3000死亡した三名の出身地はバラバラで、葬儀がおこなわれた場所も習志野からかなり離れていたが、軍司は喪服と道路地図帳を引っ張り出して、前後しておこなわれた三つの葬儀すべてに顔を出し、少し多めの香典を包んでいる。\n'],['「ジ様も、いつまでもブラブラしているだけだとあれだろう。\n'],['\u3000それだけ衰えながらも、シロはそれからどうにか半年近く生き続けた末、梅雨時のジメジメとした日に順也の家の玄関でひっそりと息を引き取った。\n'],['\u3000学生時代から探索者をしていて、そもまま就職をせずにズルズルと探索者をしている者。\n'],['\u3000その明細を弁護士から聞かされたとき、静乃はその金額の大きさに、頭がクラクラした。\n']
