すかのそ,するとこ,ばらくす,うとする,じめだっ,ことだっ,からくっ,すかとろ,すること,しなかっ,ころから,からこそ,ふさわし,かったか,かってく
1,1,1,1,1,1,1,1,8,1,2,1,1,1,1
