からこそ,はっきり,へとずぶ,ことだっ,しくひそ,しくすっ,うとしな,けらかす,だったか,ひたすら,ことこそ,ついてか,すること,かっぷる
['\u3000完全に拒絶され永遠に失ったことが確定してしまったからこそ。'],"['\u3000はっきりと言葉に出さずとも、態度に示さなくてもそうなんだと漠然と信じてきた。', '\u3000はっきりと心が砕け散る音を聞いた。', '\u3000おれは今、はっきりと他の男に抱かれているであろうあいつを想って込み上げてくるものを否定できない。']",['\u3000やがて心の中へとずぶりぞぶりと入ってくる。'],['\u3000その一線を越えるということはどうしようもなく致命的なことだった。'],['\u3000あからさまにひけらかすようなことは一切なく、この年齢の男女交際の水準から言えば、むしろつつましくひそやかなものだったのかもしれない。'],['\u3000とても清々しくすっきりした心持で納得することができた。'],['\u3000よほど意識的に壊そうとしない限り破壊できない程度の硬さを持つがらす質の物体にひび割れが入るような甲高い響きに続いて。'],['\u3000あからさまにひけらかすようなことは一切なく、この年齢の男女交際の水準から言えば、むしろつつましくひそやかなものだったのかもしれない。'],['\u3000おれにとってあまりにも巨大で崇高すぎた存在だったからこそ。'],['\u3000その言語に絶する心の痛みは限界を知らないようにひたすら激しくなっていき。'],['\u3000何故か、そう認識してそう想うことこそが何より正しいことなのだと確信していた。'],['\u3000物心ついてから十数年、ずっと一緒だった幼馴染。'],['\u3000とても清々しくすっきりした心持で納得することができた。'],['\u3000きっと何かのきっかけで二人が自分の気持に素直になれたそのときに、まんがとかどらまみたいな幼馴染どうしのべすとかっぷるが誕生するんだと完璧に信じていたのに。']
