バタバタ,ドキドキ,パチパチ,バラバラ,キラキラ,ポロポロ,ガタガタ,パクパク,バサバサ,ダラダラ,ギリギリ,ピリピリ
['「明日はきっとバタバタしてて、渡しそびれちゃうと思うから」\n'],['「心臓。ドキドキいってる」\n'],['\u3000小夜の中から零れ落ちてしまった思い出が、パチパチと爆ぜ、笑い声を立てた。\n'],"['\u3000季節的にはすでに暑いくらいなのだが、パーカーの前を閉じてしまえば中のＴシャツが違っていてもわからないし、撮影日がバラバラでも統一性が出せる。\n', '\u3000これ以上授業妨害をすると教室の外につまみ出されそうな雰囲気に、立ち上がっていた学生たちがバラバラと席についていく。\n', '\u3000バラバラと遅れてやってきた学生も、スクリーンを見上げなくてもいい席から順に埋めていった。\n']","['\u3000そんな風に期待して待ち構えている目は、夜空の下でさえもキラキラと輝いて見えた。\n', '\u3000いつだってキラキラと輝いていたその瞳は、深い穴を覗き込んだように真っ暗だった。\n']",['出会った当初は随分とポーカーフェイスな奴だと思っていたが、最近その仮面がポロポロと気持ちいいくらいに剥がれている。\n'],"['\u3000野本がこの世の終わりのような顔で、テーブルをガタガタと揺らした。\n', '\u3000ちら、と野本が見た先には、先ほどの野本の再現のようにテーブルをガタガタ言わせているツインテールの女子がいる。\n']",['\u3000失礼なことを言いながら、水城がパクパクと食べ進める。\n'],['\u3000スタジオの収録ブースの中で、小夜がバサバサと台本を捲る。\n'],['授業もないというのに、飽きずにこの四人で大学に集まってはダラダラと過ごしている。\n'],"['\u3000雰囲気は出ていたかもしれないけれど、ギリギリセーフというか、小夜が断ち切った。\n', '\u3000三年の間に流空の成績は留年すれすれのところまで落ちていたし、出席日数すらギリギリだった。\n', '\u3000ギリギリの時期に進路変更をした流空に、担任教師は随分と親身になってくれたものだ。\n']",['\u3000小夜の会う前から、誰彼構わず攻撃してしまいたいほど、ピリピリしている。\n']
