こんこん,くすくす,ずかずか,ひらひら,ぎりぎり,こそこそ
['\u3000こんこん、と遠くにのっくの音が聞こえ、隣室から話声が聞こえる。訪いに対応しているのだろう。'],['\u3000周囲はくすくす笑うばかりで、全く止めに入らない様子から、この国ではそれが普通で、むしろつんつんした気難しさは国民性なのかもと、最近ようやく思い至ったところだ。'],['\u3000部屋の主の返事も待たずにずかずかと部屋に入るなんて、勿論国でもまなー違反だったけれど。満面の笑みを浮かべる兄に、まりえらは思わず抱き着いた。'],['\u3000その美貌で知られた隣国の第二王子と共に、広間中央でひらひらと舞うのは美しい姫君。異国風のどれすを纏い、男の情欲を誘わずにはいられない完璧なぷろぽーしょんを惜しげも無く晒しつつ、羽のような軽やかなたーんは、注目を集めずにおれようか。'],['\u3000黒を忌色とするこの国では余り使われない紺青の生地は、蘇芳国で10年余年かけて作られた絹に変わる新しい繊維。大胆にはーとかっとした胸元を繊細なれーす生地で首元まで覆い、大胆に開かれた背中に向けて大きなりぼんで飾るでざいんは、保守的なこの国でも受け入れられるぎりぎりのらいんを狙ったものか。'],['「やっとお前を連れ戻せると言うのに、あの人達は山ほど土産を持たせようとするし、自分が迎えに行くと聞かないし。お陰で夜明け前に、こそこそ出立する羽目になったんだ」']
