きらきら,もごもご,がやがや,ついつい
['彼の瞳がきらきらと光っているように見えた。'],['忠宏はしゃーぺんを片手に持ったまま、目線を下げた。こんたくとれんずに手を伸ばさないで、口をもごもごとさせた。「しまったなぁ」と小さな声で呟いた。'],['がやがやと騒がしい周囲と膜で隔てられたような空気のなか、穂乃果は瞬いた。'],['どれも物のたとえであること、物事を端的に言い表したものであることに変わりはない。戒めだったり、先人の教えだったり。ついつい覚えてしまうくらいにきゃっちーなものまであるのだから、考えた人はすごいな、と思う。']
