じめてか,うとする,さんこそ,ことすら,だったか,もそうだ,さんのこ,すること,しくする,ちらつい,からずっ,するいじ,わなかっ,さっぱり,かったか
1,2,1,1,1,1,4,1,1,1,1,1,1,1,1
