ギトギト,ガタガタ
['\u3000私の顔面の醜悪さは、日を追うごとに酷くなっていく一方だ。ギトギトにテカった顔に、増え続けるニキビ。'],['\u3000爪は噛み癖からガタガタになり、鬱屈した気持ちをどうにかしたくてリストカットするものの、両親に気づいてもらえないという不毛な日々を送る。']
