ガリガリ,ヒリヒリ,ボロボロ,ヒューヒュー
['\u3000ガリガリとしばらく削り続け、完成したのか一息吐く。'],['\u3000まだ傷口がヒリヒリと痛む。ここ数十年で一番痛い。'],['\u3000このまま俺は、きっと体がボロボロと崩れてきちまう。'],['\u3000ヒューヒュー！兄ちゃん、告白かい？……ありゃ、逃げてっちゃった。ま、そんな事もあるさ。気を落とすなって！']
