きらきら,くすくす,たったっ,のびのび,さらさら,ふわふわ
['\u3000一緒にいるために必要だったそれが、心から夢中になれるものに変わって、自分でも最近の自分はきらきらしていると感じる。'],['「愛いやつじゃ～!」といって私がふざけると、周囲の友人たちはくすくす笑った。'],['\u3000たったったっ、と呼吸を合わせて軽快に走り私はだん！と足を蹴り体を浮かせて空に向かう。'],['\u3000 東京都に区分されるといえど、橋１つこえれば他県に入るという、都内のその片隅で生まれ育った私、高坂みどりは、どちらかと言えば小学校の低学年までは、子供らしく自由にのびのび育っていたと思う。'],['\u3000この瞬間、すぐそばにあるごーるにむかう一歩ごとに私の中がさらさらと綺麗に崩れていった。'],['\u3000梨花ちゃんはふわふわとした可愛い子で、発表会ではいつもお姫様の役をするような子だった。']
