はっきり,うとする,うずうし,しながら,ざわつい,ことごと,もそこそ,くだけち,さっそく,しくかっ,すかから,だったら,わいがら,うだから,しくつい,べろうと,ずくすく,しなかっ,もこのた,ひたすら,てかかっ,わなかっ,かったか,さんだっ
1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
