わなかっ,からつい,うしたら,がらこう,おいてく,つかさく,からくら,うとする,しながら,からずっ
['\u3000僕は、余命宣告をされても何とも思わなかった。'],['\u3000僕の言葉を聞いた君の瞳からついに涙が溢れた。'],['「そんなに気になるなら、自分で死ねばいいじゃない。よく分かるでしょ？そうしたら。死ぬ人の気持ちが」'],['\u3000君は泣きながらこう言った。'],['\u3000君が覚えておいてくれたらいいかなー」'],['「うぁぁぁ。うあぁぁん。つかさくん愛してるよー！」'],['\u3000高校２年生になってもそれは変わらず、今年からくらすめいとになった僕が彼女について知っているのは彼女がもうすぐで死ぬという事。'],['「なんでっ！なんで死のうとするの！'],"['\u3000そう言って涙を流しながら、ひとみの手を握る両親に必死に尋ねる。', '\u3000佐那ひとみは大泣きしながら、自分の胸を抑えながら・・・・・・']",['それからずっと興味があるんだよ。死ぬ前の人が何考えているのかに」']
