ペットボ,サーカス,カサブラン,コントロ,ブルドー,カリフラ,ブラドー,ヒーカッ,ゴブラン,クッキー,ランカシャ,スーパー,ズルゲー,タッパー,トッパー
1,1,4,2,1,1,1,1,1,3,2,4,2,1,1
