しくまご,うところ,すっぱく,がぶつか,ことだっ,ひそめた,かったか,だったか,いらしく,げーむし,ひたすら,しながら
['好きな彼が珍しくまごついているのだから、それはもちろん気になる。'],['おばあちゃんにもらったお守りを大切にしてるところ、こういうところが本当にかわいらしくて、優しさを感じるのだ。'],"['「親とぶつかるようになって、まあ反抗期だし仕方がないことなんだろうけどさ、毎回決まった文句で言い返してたら、どんどん口の中がすっぱくなってきて」', '口がすっぱくなる']",['忠宏と穂乃果の視線がぶつかった。'],['穂乃果は大学進学で上京してきた身なので、独り暮らしだ。自炊もしている。魚をさばいたことだってある。'],['まゆをひそめた穂乃果は、しかし、これは忠宏の冗談だろうと思った。'],['「穂乃果さんが別解を使ってて、それを見て、もうひとつの別解がわかったから」'],['「小学校６年生の時だったかな。友だちと喧嘩して泣きながら下校していて、どこからともなく蜂が現れたときは焦った」'],"['忠宏は頭の回転が速く、ほとんどの事において頭ひとつ抜けていた。かりすま性があり、りーだーしっぷをいかんなく発揮する上に協調性もあって、思いやりもある。他人にも自分にも誠実で、おまけにそれを鼻にかけない。講義は真面目に出席するが、羽目を外すことも忘れない。運動でも勉学でも超完璧人間なのに、ふとしたときの言動がかわいらしくてずれていて、そこがまた好かれる理由になる。', 'おばあちゃんにもらったお守りを大切にしてるところ、こういうところが本当にかわいらしくて、優しさを感じるのだ。']",['「それから、友だちと話していて実際に顎が外れてしまったし、夜更かしをしてげーむしていたことが親にばれたときは、頭が上がらなくなってしまった。中学生のときなんか、あと少しで問題が解けそうなのにうまくいかなくて唸ってたら、二階から水滴が落ちてきたこともある」'],['「たおるを持ってきて、ひたすら腕を磨いたんだ」'],['穂乃果は混乱しながら、「うん」と半ば生返事をした。']
