イライラ,チクチク
['\u3000マサトは担任の方を見ず、怒鳴り返した。制止に効果はなかった。邪魔されて、イライラが募っただけだった。'],['\u3000大通りに出ても子供たちの姿はない。冷たい感覚が肌をチクチク刺した。振り向くと、すれ違う大人が、誰か必ず顔を背けた。まるでいけないものを見たような態度がどれもおばさんに重なった。']
