ことくら,いそぶり,くっつい,ほやのー,するとこ,うとする,しながら,ことごと,もそこそ,にこぶつ,うところ,ぽっきり,うしたっ,けたこと,だったら,とっちか,がしばら,がちだっ,ことだっ,ころだっ,すっかり,ぱらいが,うしばら,さんから,こうから,がつくよ,がってく,すること,びかけら,ことから,ついたら,からずっ,もりだっ,からこそ,かったら,もそうし,ふさわし,かったか,がらくた,うとしな,さんだっ,かってく,げたかっ
1,1,2,1,2,1,2,2,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,1,11,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
