ぎりぎり,そろそろ
['\u3000ぎりぎりの身体で命一杯の声で君は僕にそう言った。そして、'],['「それよりさ、君。死ぬんでしょ？そろそろ。僕に聞かせてよ今どんな気持ちなのか」']
