バックラ,マザコン,ザーサラ,コンピュー,サンプラ,コントロ,サングラ,ハッピー,カップル,フラワー,ランクス,スクラン,スクリュー,ダラパー,ウトプッ,ブラボー,カリカチ,ブストー,ギーバッ,タッフル,コンサー
1,1,1,1,1,3,15,1,1,1,1,2,1,1,1,1,1,1,1,1,1
