ぼたぼた,ふらふら,ぽつぽつ
['\u3000しかし、それよりも早く切っ先が彼の喉を深く抉り、血がぼたぼたと溢れ出した。'],['\u3000髪も梳かさず、幽霊のようにふらふらと。'],"['\u3000長椅子のすぐ近くには大輪の花を生けた白磁の花瓶もあり、百合の花からはぽつぽつと鮮やかな赤が滴り落ちている。', '\u3000天井からも、雨のように、ぽつぽつ、ぽつぽつと。', '\u3000天井からも、雨のように、ぽつぽつ、ぽつぽつと。']"
