ボロボロ
['\u3000暴力を振るわれたのだろう。服もお顔もボロボロで、あの美しかった黒髪も、傷み傷だらけになっていた。そして先生の足元にうずたかく積まれた古木からは、赤々と炎が上がっている。先生は、火刑に処されているのである。その炎は勢いを増し、先生の体を焼いていく。']
