すっきり,ひっきり,しながら
['\u3000別に、お金を払ってもらうだけのお客のその態度に不満があるわけじゃないけど、まねーらいくなびじねす主義だけど、こちとらせっせこぐるぐる混ぜて洗って綺麗にしてあげてるんだから、もうちょっと満足そうにすっきりした表情の一つでもしろよっ。ばーか。ばーか。'],['\u3000私の仕事場はいつも私や他の仕事仲間の声がひっきり無しに響いてて、静かな場所でずぅっと鳴り続けるものだから、本当は静かな場所のはずなんだけど、いつも、私か他の誰かのお仕事中の音で喧しいし、いつも、水や石鹸の匂いが充満してて、私も他の仕事仲間も、みぃんな、濡れた体内を石鹸の匂いで一杯にしてる。'],['\u3000私は、また野郎が相手か…と、舌打ちをしながら、それでも、やっぱり、お金を払われたから、料金分のお仕事をきっちりこなす。']
