くすくす,ひらひら,ばさばさ,こつこつ,さらさら,からから
['\u3000今度は納得したようだ。姉はくすくすと笑い、足をとめた。びにーる傘をたたみ、濡れてもいないのに水滴をきるようなそぶりでばさばさと振る。それから傘を杖代わりにして、こつこつと地面をついた。これもまた、姉がいつもやる儀式だ。'],['\u3000ひらひらと手を振り、姉は建物の中へと入っていく。入院設備も整っているという立派なその建物は、けれども見方を変えれば巨大な牢獄のようでもあった。'],['\u3000今度は納得したようだ。姉はくすくすと笑い、足をとめた。びにーる傘をたたみ、濡れてもいないのに水滴をきるようなそぶりでばさばさと振る。それから傘を杖代わりにして、こつこつと地面をついた。これもまた、姉がいつもやる儀式だ。'],['\u3000今度は納得したようだ。姉はくすくすと笑い、足をとめた。びにーる傘をたたみ、濡れてもいないのに水滴をきるようなそぶりでばさばさと振る。それから傘を杖代わりにして、こつこつと地面をついた。これもまた、姉がいつもやる儀式だ。'],['\u3000さらさらと細やかな雨が降り注いで、びにーる傘を濡らす。重みに耐えきれなくなった水滴が、時折びにーるを伝って地面に落ちた。太陽の光を透かす傘と、流れ星のように落ちていく水滴は、まるで違う世界の空を見ているようだった。'],['\u3000両親と私が死んだ横断歩道を眺めながら、姉は小石を蹴る。からからと音を立て、小石は白線の上を転がった。']
