ギラギラ,ピリピリ
['\u3000頼もしい言葉だ。晴雄さんの言うことなら、鷹雪君も聴くかもしれない。夏のギラギラした太陽が縁側まで照りつける。矮小な人の営みを、太陽は素知らぬ風で君臨する。誰一人も失えないと思う私の願望まで白日に晒すようだ。\n'],['\u3000そして表面上、にこやかな妻は昨日、近所の奥様方との間で面白くないことがあったらしく、そこはかとなくピリピリとして殺気立っている。さすがに子供の芽依子にまで当たるのは大人げないと考えているのだろう、芽依子には優しい叔母を通している。\n']
