よぼよぼ,ひりひり,ひゅーひゅー,ぼろぼろ,がりがり
['\u3000随分焦らされた末、その人は現れた。杖をついてようやく歩いてるよぼよぼでしわくちゃの爺さんだ。分厚い眼鏡がずれる度に直し、ぜえぜえと息を切らせて歩いてくる。'],['\u3000まだ傷口がひりひりと痛む。ここ数十年で一番痛い。'],['\u3000ひゅーひゅー！兄ちゃん、告白かい？……ありゃ、逃げてっちゃった。ま、そんな事もあるさ。気を落とすなって！'],['\u3000このまま俺は、きっと体がぼろぼろと崩れてきちまう。'],['\u3000がりがりとしばらく削り続け、完成したのか一息吐く。']
