グラウン,スーパー
"['\u3000私は時間の許す限りグラウンドにいる。', '\u3000その視界の隅に映る生徒会室の窓辺に立って、グラウンドをのぞいている背の高いがっしりとした人影がある。']",['\u3000小さな工場で働く祖父母やスーパーで働く母の帰りが遅い私は、そのままタはんまでご馳走になって帰る事も多かった。']
