ひゅーごー,すること,がりなよ,てかかっ,ことすら
"['「ひゅーごー様」', 'しかし、まりあという娘はあれんやひゅーごーがやんわりと窘めても、かいるろっどが許せば虎の威を借る狐とばかりに傍若無人な振る舞いを改めないのである。']","['この男爵令嬢、礼儀も心得ぬ無作法者と多くの貴族にの顰蹙を買っているが、生憎、世継ぎの王子であるかいるろっどや彼を支えて国を動かすその側近たちの覚えがめでたいせいか王宮にも自由に出入りすることを許されていた。', '「お言葉ですが、かいるろっど殿下。まりあ・のーばるとは殿下のお名前やご愛称を呼ぶことを許されていない立場であることを認識していながら、無作法な振る舞いを続けた慮外者でございます。それを咎め立てすることのどこに非がありましょうや？」']",['「今まで何を聞いていたんだい？\u3000これは仮の婚約者だったすたいんほるふ侯爵令嬢が本当に殿下の后にふさわしいかを試す最終試験だったんだよ？\u3000そんなこともわからなかったの？\u3000そのために僕らがきみに最高の夢を見せて上げたんだから、感謝しておとなしく引き下がりなよ」'],['かいるろっどとその側近たちに見捨てられ、一人蚊帳の外にされてしまったまりあは先程までのしおらしさをかなぐり捨て、すさまじい剣幕で彼らに食ってかかった。'],['「勿論ですわ、殿下。そのような見え透いた真似を私がするとお思いになられていることすら心外でございます」']
