キーボー,ブラウン,ワンピー,ハッキリ,クッキー
['\u3000丸二日、書斎からキーボードを打つ音が絶えなかった時の、私の恐怖といったら凄まじい。しん、と静まり返った家の中で、その音だけが私の耳に聞こえてくるのである。\n'],['\u3000落ち着いたブラウンの長髪を結い上げ、ワンピースという涼しげな格好で女がやってきて、男に氷の入ったグラスを置いた。\n'],['\u3000落ち着いたブラウンの長髪を結い上げ、ワンピースという涼しげな格好で女がやってきて、男に氷の入ったグラスを置いた。\n'],"['\u3000男が叫んだ。聴覚だけは、まだハッキリしている。\n', '\u3000細い呼吸を繰り返し、ようやく顔だけで二人を見上げた。視界は僅かに霞んでいたが、意識はハッキリとしていた。\n']",['\u3000男は午前中を書斎室で過ごし、午後は私と穏やかな時間を共にした。女は、十二時には昼食を作って男と食べ、午後三時になると、リビングで紅茶とお菓子を用意し、私には柔らかい専用のクッキーを与えた。\n']
