ジリジリ,サラサラ,ザラザラ,プチプチ,ドロドロ,キラキラ,ボコボコ
['大切な人が睡眠導入剤で眠ったとき、耳は音を拾わなくなっていて、鼻はにおいを嗅ぎ取らなくなっていて、口の中はやけにザラザラとしていて、感覚すら断たれていて、目だけが、鏡に映った自分の目だけが、ジリジリと自分を突き刺すように見返していた。'],['カウンターの上に乗っていた砂時計をひっくり返す。サラサラとピンクの砂が落ちていく。'],['大切な人が睡眠導入剤で眠ったとき、耳は音を拾わなくなっていて、鼻はにおいを嗅ぎ取らなくなっていて、口の中はやけにザラザラとしていて、感覚すら断たれていて、目だけが、鏡に映った自分の目だけが、ジリジリと自分を突き刺すように見返していた。'],['プチプチと細かに筋を断つ音と、'],['衝撃が菜々子の脳内を襲った。閉まっていたはずのドロドロとした嫌悪と恐怖が這い出してきた。'],['もちろん欠点もあって、他人よりも好奇心旺盛で夢中になると視野が狭くなる。そんな時彼は夏の太陽みたいにキラキラと輝く。愛する物を照らして真っ直ぐそれに降り注ぐ。'],['大切な人の涙と絶望を見たとき、ボコボコと零れそうだった怒りの溶岩が瞬時に固まって、冷風が吹き荒れて、頭の先から足の先まで細かな氷が滑り落ちた。']
