ソワソワ
['\u3000会社で働き始めて、三年目。そろそろ結婚しようかと、お互いに何となくソワソワしていた頃のことで、一週間分の新聞を開けば、多分どこかに似た記事が見つけられる。そんな、世界にしたら何でもない、有り触れた事故だ。']
