でかかっ,ぽつりぽつ,てかかっ,しくかっ,はっきり,うとする,うだから,もそこそ,きしめた,てくるん,わなかっ,すかから,しっかり,べろうと,わんぴー,じゃんきー,しなかっ,たぷりん,ひたすら,わいがら,きしめら,がつけば,ことごと,しながら
1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,2,2
