めちゃくちゃ,からぶす,しくしな,ことしな,まるとこ,くっきり,わんぴー,からがた,ことすら,すーぱー,すること,しなかっ,じゃんぐる,かってく,ことばか,ぱっちり,しっくり,ひたすら,がつけば,のたくさ
1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1
